ID,Expected,Answer,Is_True,Time(s),Reason,Sources
1433,False,True,False,19.3,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://www.vietnamplus.vn/ty-phu-elon-musk-tuyen-bo-ho-tro-internet-mien-phi-cho-venezuela-trong-1-thang-post1086696.vnp, https://dientuungdung.vn/starlink-cung-cap-internet-mien-phi-tai-venezuela-12733.html, https://thanhnien.vn/ti-phu-elon-musk-cho-nguoi-dan-venezuela-dung-mien-phi-internet-starlink-185260105105451533.htm, https://vietpress.vn/ty-phu-elon-musk-dang-lai-bai-viet-ve-starlink-tai-viet-nam-d94434.html"
421,True,False,False,119.7,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baomoi.com/cao-toc-tphcm-long-thanh-dau-giay-to-chuc-lan-rieng-120-km-h-va-cac-quy-dinh-moi-c54822155.epi, https://vietnamnet.vn/de-xuat-co-che-khan-cap-trien-khai-cao-toc-ho-tram-long-thanh-51-000-ty-dong-2503904.html, https://phapluatplus.baophapluat.vn/tuyen-duong-hon-9km-noi-san-bay-long-thanh-voi-tp-hcm-da-thi-cong-44-235523.html"
4794,True,True,True,23.5,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vnexpress.net/oppo-reno15-series-nang-cap-camera-ai-de-ho-tro-sang-tao-5007506.html, https://nghenhinvietnam.vn/oppo-reno15-series-chinh-thuc-ra-mat-tai-viet-nam-chuyen-gia-chan-dung-ai-ket-hop-thiet-ke-mua-sao-bang-bat-tron-mood-sang-tao-cho-genz, https://www.thegioididong.com/tin-tuc/chup-anh-dep-khong-gioi-han-cung-oppo-reno15-series-1588427, https://fptshop.com.vn/tin-tuc/danh-gia/anh-dep-khong-gioi-han-cung-chuyen-gia-chan-dung-ai-reno15-series-198449"
501,True,False,False,53.5,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://nhandan.vn/video-tuan-toi-ham-chui-kim-dong-giai-phong-se-thong-xe-ky-thuat-post941848.html, https://baolamdong.vn/ham-chui-kim-dong-giai-phong-thong-xe-ky-thuat-phuong-an-phan-luong-giao-thong-moi-424007.html, https://laodong.vn/xa-hoi/ham-duong-gan-2100-ti-dong-o-ha-noi-se-thong-xe-cung-thoi-diem-1650115.ldo"
5139,True,False,False,111.7,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://giaoducthudo.giaoducthoidai.vn/7-truong-cong-an-giam-tuyen-sinh-nguoi-ngoai-nganh-202961.html, https://baomoi.com/cac-truong-cong-an-giam-gan-12-chi-tieu-tuyen-sinh-dai-hoc-nam-2026-c54465933.epi, https://baohaiphong.vn/bo-cong-an-giam-chi-tieu-tuyen-sinh-dai-hoc-nam-2026-535552.html, https://web3test.binhthuan.gov.vn/huong-dan-tuyen-sinh-tuyen-moi-dao-tao-trinh-do-dai-hoc-cand--doi-voi-cong-dan-da-co-bang-tot-nghiep-trinh-do-dai-hoc-tro-len--cac-truong-ngoai-nganh-cand-nam-2022.-N1306.aspx"
379,True,True,True,24.6,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://baohaiphong.vn/lan-toa-tet-am-gan-ket-yeu-thuong-535078.html, https://laodong.vn/cong-doan/cong-doan-hai-phong-ho-tro-gan-10-ti-dong-ve-xe-cho-cong-nhan-1650114.ldo, https://vnexpress.net/hai-phong-ho-tro-gan-50-000-ve-xe-cho-cong-nhan-ve-que-an-tet-5013224.html"
5524,False,False,True,53.0,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://laodong.vn/van-hoa-giai-tri/jisoo-blackpink-duoc-khen-la-lua-chon-hoan-hao-cho-bo-phim-boyfriend-on-demand-1660457.ldo, https://muctim.tuoitre.vn/voi-boyfriend-on-demand-jisoo-vuot-qua-duoc-tranh-cai-ve-dien-xuat-101260310104909664.htm, https://kenh14.vn/jisoo-blackpink-khong-biet-xau-ho-a-215260306195714363.chn, https://baomoi.com/dien-xuat-cua-jisoo-gay-tranh-cai-nhung-bo-phim-boyfriend-on-demand-van-gay-sot-c54675911.epi, https://vnexpress.net/dien-xuat-cua-jisoo-gay-tranh-cai-5047999.html, https://kenh14.vn/moi-lan-xuat-hien-jisoo-blackpink-lai-mang-den-1-cu-soc-visual-cong-chua-gia-dao-nhan-gian-sang-xin-min-co-thua-215260226162503909.chn"
3361,False,False,True,34.7,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/vi-sao-nen-an-sup-thuong-xuyen-5010490.html, https://tytxatantuc.medinet.gov.vn/giao-duc-suc-khoe/30-loai-thuc-pham-hang-ngay-giup-tang-cuong-he-thong-mien-dich-cmobile8246-144755.aspx, https://www.vinmec.com/vie/bai-viet/cac-duong-chat-can-cho-he-mien-dich-vi, https://suckhoedoisong.vn/6-loai-rau-qua-nen-an-de-tang-cuong-mien-dich-169250127011623082.htm, https://www.vinmec.com/vie/bai-viet/mat-bao-lau-de-tieu-hoa-thuc-an-vi, https://laodong.vn/suc-khoe/4-cap-thuc-pham-ket-hop-voi-nhau-tot-cho-he-tieu-hoa-1460239.ldo"
5097,True,True,True,26.4,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vnexpress.net/dai-hoc-mo-tp-hcm-xet-hoc-ba-tro-lai-sau-mot-nam-bo-5003035.html, https://tuyensinh.ou.edu.vn/thong-tin-tuyen-sinh-dai-hoc-chinh-quy-nam-2026, https://doisongphapluat.com.vn/tuyen-sinh-2026-truong-dh-mo-tp-hcm-xet-hoc-ba-tro-lai-cong-diem-cho-thi-sinh-dat-giai-cap-tinh-a709409.html, https://vietnamnet.vn/cac-doi-tuong-va-muc-diem-cong-uu-tien-trong-tuyen-sinh-dai-hoc-nam-2026-2493332.html"
4479,True,False,False,19.7,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vietnamnet.vn/gia-vang-hom-nay-6-4-2026-cho-tin-bao-tin-minh-chau-vang-chiu-ap-luc-moi-2503633.html, https://baolamdong.vn/gia-vang-hom-nay-6-4-2026-gia-vang-sjc-vang-nhan-gia-vang-24k-va-vang-the-gioi-mo-dau-tuan-moi-434326.html, https://www.vietnamplus.vn/hai-thuong-hieu-vang-trong-nuoc-dao-chieu-tang-1-trieu-dong-moi-luong-post1102659.vnp, https://baohaiphong.vn/gia-vang-trong-nuoc-tang-vot-theo-da-the-gioi-536848.html, https://laodong.vn/tien-te-dau-tu/cap-nhat-gia-vang-sang-64-ap-luc-dan-xen-chuyen-gia-than-trong-1680233.ldo, https://thanhnien.vn/gia-vang-hom-nay-642026-thoi-bay-hon-1-trieu-dong-luong-185260406083714029.htm"
754,False,False,True,31.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://cafebiz.vn/50-ty-usd-boc-hoi-loi-nhuan-tren-moi-hanh-khach-chi-khoang-12-usd-nganh-hang-khong-toan-cau-keu-cuu-176260323091024665.chn, https://hatinh.gov.vn/vi/bai-viet/phi-cong-ngoai-that-the-o-trung-quoc, https://vnexpress.net/phi-cong-ngoai-that-the-o-trung-quoc-5013361.html, https://baomoi.com/nganh-hang-khong-trung-quoc-that-chat-quan-ly-chi-phi-c54856907.epi"
4419,False,False,True,18.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://laodong.vn/tien-te-dau-tu/ngan-hang-lon-duy-tri-quan-diem-tich-cuc-voi-gia-vang-6-thang-toi-1680377.ldo, https://baoquocte.vn/gia-vang-hom-nay-542026-tang-3-trong-tuan-giam-manh-trong-mot-thang-hsbc-bao-ve-tam-quan-trong-cua-vang-du-khong-nhu-ky-vong-377409.html, https://www.tinnhanhchungkhoan.vn/thi-truong-hang-hoa-the-gioi-tuan-tu-283-44-dau-tang-64-vang-giam-15-trong-thang-3-post388276.html"
34,True,False,False,113.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baochinhphu.vn/thu-tuong-ca-nuoc-da-hoan-thanh-va-khoi-cong-khoang-4000-km-duong-bo-cao-toc-102260305094450399.htm, https://vnexpress.net/toan-quoc-da-hoan-thien-va-khoi-cong-4-000-km-cao-toc-5046902.html, https://baodauthau.vn/thu-tuong-ca-nuoc-da-hoan-thanh-va-khoi-cong-hon-4000-km-duong-bo-cao-toc-post194665.html"
5130,True,True,True,25.9,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vnexpress.net/lich-thi-le-phi-thi-danh-gia-nang-luc-cua-cac-truong-dai-hoc-nam-2026-chi-tiet-nhat-5039470.html, https://greenwich.edu.vn/le-phi-thi-danh-gia-nang-luc/, https://vnuhcm.edu.vn/bai-viet/dhqg-hcm-cong-bo-ke-hoach-to-chuc-ky-thi-danh-gia-nang-luc-nam-2026-voi-hai-dot-thi-tren-ca-nuoc, https://congluan.vn/9-dai-hoc-cong-bo-lich-thi-danh-gia-nang-luc-tu-duy-nam-2026-10330938.html, https://giaoduc.net.vn/chi-tiet-thoi-gian-to-chuc-va-le-phi-cac-ky-thi-danh-gia-nang-luc-danh-gia-tu-duy-nam-2026-post258103.gd"
3681,False,False,True,21.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/chau-au-cham-chan-trong-cuoc-dua-dat-hiem-ra-sao-5007893.html, https://baocantho.com.vn/chau-au-chay-dua-giam-phu-thuoc-vao-dat-hiem-trung-quoc-a191462.html, https://cafef.vn/chau-au-co-tru-luong-dat-hiem-nhung-dang-phai-giu-quan-he-em-dep-voi-trung-quoc-nhu-moi-noi-khac-188251120150159695.chn"
5895,False,False,True,21.6,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://phunuvietnam.vn/cac-dau-bep-tiet-lo-cau-chuyen-thu-vi-khi-nau-an-trong-moi-truong-xe-dich-20221018221834163.htm, https://vnexpress.net/khach-anh-xuyen-viet-tim-nguoi-trong-anh-chup-hon-30-nam-truoc-5049282.html, https://danviet.vn/kham-pha-chau-au-bang-tau-hoa-dep-nhu-trong-tieu-thuyet-7777695585-d453154.html"
4569,False,False,True,20.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://aiyoungguru.fpt.edu.vn/, https://fpt.com/vi/tin-tuc/tin-fpt/cong-bo-cuoc-thi-ai-young-guru, https://vneconomy.vn/san-choi-moi-cho-hoc-sinh-toan-quoc-hoc-tap-ung-dung-ai.htm"
4364,False,False,True,29.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://thanhnien.vn/gia-vang-hom-nay-332026-vang-mieng-sjc-giam-manh-bat-chap-the-gioi-tang-185260303084727214.htm, https://baolamdong.vn/gia-vang-hom-nay-3-3-2026-gia-vang-sjc-vang-nhan-trong-nuoc-vang-the-gioi-hien-tai-427473.html, https://baonghean.vn/gia-vang-hom-nay-3-3-2026-gia-vang-sjc-vang-nhan-vang-9999-cap-nhat-lien-tuc-10325943.html, https://theleader.vn/gia-vang-chieu-2-3-2026-sjc-len-191-trieu-dong-cach-dinh-400000-dong-d44568.html, https://thoibaotaichinhvietnam.vn/gia-vang-hom-nay-ngay-33-gia-vang-trong-nuoc-can-moc-190-trieu-dongluong-192957.html, https://cafef.vn/chieu-2-3-gia-vang-nhan-vang-mieng-vuot-190-trieu-dong-luong-188260302065651045.chn"
4775,True,False,False,122.2,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baomoi.com/ky-nguyen-tv-mau-nhat-ban-chinh-thuc-khep-lai-voi-thuong-vu-sony-tcl-c54321507.epi, https://vnexpress.net/chien-thuat-giup-cac-hang-tv-trung-quoc-vuot-nhat-ban-5009752.html, https://vnreview.vn/threads/khong-chi-la-gia-re-mot-chien-luoc-dai-hoi-da-giup-tv-trung-quoc-dan-soan-ngoi-de-che-cong-nghe-nhat-ban.78077/, https://cafef.vn/tung-vang-danh-net-nhu-sony-nhung-ong-lon-nhat-ban-vua-dua-ra-quyet-dinh-dau-long-ban-51-mang-tivi-cho-doi-thu-trung-quoc-188260121141342099.chn, https://plo.vn/ky-nguyen-so/vi-sao-cac-hang-tivi-nhat-phai-ban-minh-cho-cong-ty-trung-quoc-post892821.html"
4875,True,True,True,19.3,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://dantri.com.vn/giai-tri/lum-xum-show-ve-day-bon-canh-chim-troi-te-hai-kinh-khung-kho-chap-nhan-20251229112610988.htm, https://vnexpress.net/nhung-tranh-chap-khien-concert-ve-day-bon-canh-chim-troi-huy-phut-chot-4999797.html, https://tuoitre.vn/vu-huy-show-ve-day-bon-canh-chim-troi-so-van-hoa-va-the-thao-ha-noi-noi-gi-20251229171320312.htm"
5617,False,False,True,18.6,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baoxuan.vov.vn/giai-tri/phuong-anh-dao-hai-nam-chi-nhan-mot-phim-dien-anh-du-loi-moi-khong-it-post1268482.vov, https://vnexpress.net/phuong-anh-dao-thieu-nu-que-ngheo-thanh-ngoi-sao-dien-anh-4986349.html, https://vnexpress.net/phuong-anh-dao-chon-ky-kich-ban-de-tranh-gay-nham-chan-5006580.html, https://dantri.com.vn/giai-tri/phuong-anh-dao-noi-gi-khi-dung-do-tran-thanh-trong-mua-phim-tet-2026-20260116170733121.htm, https://kenh14.vn/phuong-anh-dao-nu-chinh-phim-mai-khong-chi-co-phim-tram-ty-ma-con-gop-giong-trong-mv-tram-trieu-view-20240213211046541.chn"
316,False,False,True,27.0,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/gan-1-000-nguoi-hoa-hoa-trang-dieu-hanh-o-tp-hcm-5045250.html, https://vietnamnet.vn/gan-1-500-nguoi-tp-hcm-tham-gia-dieu-hanh-duong-pho-mung-tet-nguyen-tieu-2252543.html, https://tuoitre.vn/1-200-dien-vien-se-dieu-hanh-duong-pho-trong-le-hoi-nguyen-tieu-2026-20260302011118636.htm"
849,True,True,True,22.7,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vneconomy.vn/techconnect/ai-bop-meo-anh-ve-tinh-mat-tran-moi-cua-chien-tranh-thong-tin-tai-trung-dong.htm, https://congthuong.vn/thuc-hu-anh-ve-tinh-xung-dot-trung-dong-lan-truyen-tren-mang-xa-hoi-445254.html, https://tuoitre.vn/anh-ve-tinh-gia-do-ai-tao-hiem-hoa-thong-tin-giua-chien-su-trung-dong-20260309140413894.htm"
4189,True,False,False,24.9,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vtv.vn/vn-index-vuot-moc-1800-diem-lap-dinh-lich-su-10026010618045356.htm, https://vov.vn/thi-truong/nhan-dinh-chung-khoan-6-104-vn-index-tiep-tuc-da-hoi-phuc-trong-ngan-han-post1281482.vov, https://cafef.vn/chung-khoan-viet-nam-chinh-thuc-vuot-1800-diem-lap-ky-luc-chua-tung-co-188260106155750531.chn, https://danviet.vn/co-phieu-bat-dong-san-dong-loat-do-san-thi-truong-roi-hon-9-diem-phien-dau-tuan-d1416307.html, https://plo.vn/chung-khoan-viet-nam-tiep-tuc-xo-do-ky-luc-post890311.html, https://baonghean.vn/ap-luc-ban-lan-rong-vn-index-mat-moc-1-680-diem-phien-mo-cua-tuan-10331637.html"
5808,True,False,False,24.0,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://cafebiz.vn/nhung-cau-chuyen-thu-vi-dang-sau-ten-goi-cua-10-thanh-pho-lon-o-my-20170701102538627.chn, https://moc.gov.vn/Images/editor/files/Trunghan/2020/One%20NYC_VN.pdf, https://vnexpress.net/vi-sao-thanh-pho-new-york-co-biet-danh-big-apple-5008332.html"
4655,True,False,False,114.5,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://cafef.vn/nghien-cuu-gay-soc-nguoi-nghien-chatgpt-co-bieu-hien-tam-ly-ky-la-coi-ai-nhu-ban-than-188250331145156825.chn, https://baomoi.com/khi-ai-tang-boc-nguoi-dung-va-lam-ran-nut-cac-moi-quan-he-xa-hoi-c54808123.epi, https://nguoiquansat.vn/ngay-cang-nhieu-nguoi-chon-chatbot-ai-lam-ban-doi-tri-ky-co-ay-lang-nghe-toi-con-hon-ca-nhung-nguoi-that-212694.html, https://baomoi.com/ngay-cang-nhieu-nguoi-phai-long-chatbot-ai-va-canh-bao-tu-chuyen-gia-c53598175.epi, https://thanhnien.vn/gioi-tre-thich-tam-su-voi-chatbot-ai-hon-voi-nguoi-yeu-18525091620212242.htm, https://vnexpress.net/xu-huong-nguoi-tre-day-cuoc-tro-chuyen-kho-cho-ai-5048440.html"
3847,True,False,False,23.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://nld.com.vn/ong-trinh-van-quyet-lam-viec-voi-boeing-ve-viec-bamboo-airways-thue-may-bay-737-max-196260215001209337.htm, https://vnexpress.net/doanh-nhan-trinh-van-quyet-muon-thue-tau-bay-boeing-737-max-cho-bamboo-airways-5041051.html, https://cafeland.vn/doanh-nhan/doanh-nhan/ong-trinh-van-quyet-muon-thue-tau-bay-boeing-737-max-cho-bamboo-airways-28919.html"
3306,True,True,True,26.9,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://doisongphapluat.com.vn/nguy-co-ngo-doc-tu-thoi-quen-tan-dung-quat-canh-sau-tet-lam-thuc-pham-a714073.html, https://baolamdong.vn/8-cach-giup-quat-ra-qua-chin-dep-dung-dip-tet-at-ty-2025-240630.html, https://hanoimoi.vn/an-qua-quat-canh-ruoc-hoa-chat-vao-nguoi-266004.html, http://tytphuonganphudong.medinet.gov.vn/giao-duc-suc-khoe/an-quat-canh-co-bi-nhiem-hoa-chat-cmobile8117-264267.aspx, https://vnexpress.net/nguy-co-ngo-doc-neu-an-quat-canh-sau-tet-5043039.html, https://vnexpress.net/an-quat-canh-co-bi-nhiem-hoa-chat-5015451.html"
2151,True,True,True,25.4,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://laodong.vn/golf/hiep-hoi-golf-viet-nam-cong-bo-toan-bo-he-thong-giai-dau-nam-2026-1641946.ldo, https://tienphong.vn/hiep-hoi-golf-viet-nam-to-chuc-23-giai-dau-trong-nam-2026-post1813410.tpo, https://dantri.com.vn/the-thao/cong-bo-he-thong-giai-dau-golf-quoc-gia-mua-giai-2026-20260116071615828.htm, https://vnexpress.net/he-thong-giai-golf-quoc-gia-nam-2026-5004234.html"
4229,False,False,True,21.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://tuoitre.vn/33-nguoi-truong-thanh-co-tien-gui-tiet-kiem-20260224213304777.htm, https://vnexpress.net/mot-phan-ba-nguoi-viet-truong-thanh-co-tien-tiet-kiem-tai-ngan-hang-5043736.html, https://dantri.com.vn/kinh-doanh/33-nguoi-truong-thanh-co-tien-gui-tiet-kiem-ngan-hang-20260225002654865.htm"
4855,False,False,True,115.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baochinhphu.vn/viet-nam-tang-bac-trong-danh-sach-hanh-phuc-toan-cau-102260319145022001.htm, https://vovworld.vn/vi-VN/xa-hoi-doi-song/viet-nam-tang-8-bac-trong-bao-cao-hanh-phuc-the-gioi-2205167.vov5, https://hanoimoi.vn/mang-xa-hoi-co-tac-dong-manh-toi-chi-so-hanh-phuc-cua-nguoi-dan-739820.html, https://laodong.vn/gia-dinh-hon-nhan/viet-nam-tiep-tuc-thang-hang-trong-bang-xep-hang-quoc-gia-hanh-phuc-1671708.ldo, https://baochinhphu.vn/viet-nam-tang-vuot-bac-ve-chi-so-hanh-phuc-102250320112059904.htm"
158,True,False,False,116.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baochinhphu.vn/lanh-dao-dang-nha-nuoc-vao-lang-vieng-chu-tich-ho-chi-minh-nhan-ky-niem-96-nam-ngay-thanh-lap-dang-cong-san-viet-nam-102260203093404782.htm, https://www.qdnd.vn/quoc-phong-an-ninh/tin-tuc/lanh-dao-dang-nha-nuoc-quan-doi-vao-lang-vieng-chu-tich-ho-chi-minh-1024393, https://vnexpress.net/lanh-dao-dang-nha-nuoc-vao-lang-vieng-chu-tich-ho-chi-minh-5013325.html, https://www.qdnd.vn/chinh-tri/tin-tuc/lanh-dao-dang-nha-nuoc-dai-bieu-quoc-hoi-vao-lang-vieng-chu-tich-ho-chi-minh-1033672, https://bocongan.gov.vn/bai-viet/dang-uy-cong-an-trung-uong-bo-cong-an-vao-lang-vieng-chu-tich-ho-chi-minh-nhan-ky-niem-96-nam-ngay-thanh-lap-dang-1770081735"
4134,True,False,False,24.4,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://znews.vn/nha-dau-tu-do-gan-18000-ty-vao-chung-khoan-he-thong-lai-truc-trac-post1166199.html, https://baomoi.com/hang-loat-co-phieu-bom-tan-rot-gia-tham-sau-ipo-nha-dau-tu-khoc-rong-vi-sao-c54023363.epi, https://cafef.vn/co-phieu-bom-tan-vua-len-san-da-giam-soc-nha-dau-tu-chua-biet-ngay-ve-bo-188251217142002061.chn, https://vnexpress.net/vi-sao-cac-co-phieu-bom-tan-moi-len-san-deu-giam-gia-5041520.html"
5839,False,False,True,32.4,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://www.qdnd.vn/van-hoa/doi-song/quang-ngai-ket-noi-danh-thuc-tai-nguyen-du-lich-bien-rung-846589, https://tuoitre.vn/du-lich-quang-ngai-phat-trien-gan-voi-sinh-ke-va-cong-dong-dia-phuong-20260205163354625.htm, https://quangngai.gov.vn/tin-tuc/tin-tu-cac-so-nganh-dia-phuong/du-lich-quang-ngai-sac-xuan-tren-nhung-hanh-trinh-moi.html, https://tuoitre.vn/du-lich-quang-ngai-nam-2025-khong-con-la-diem-den-di-ngang-qua-20260205170103055.htm, https://baoquangngai.vn/doi-moi-tu-duy-xuc-tien-dau-tu-thuong-mai-du-lich-vao-quang-ngai-79112.htm, https://vnexpress.net/du-lich-quang-ngai-lay-cong-dong-lam-goc-5015437.html"
4842,False,False,True,29.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baomoi.com/khat-vong-thung-lung-silicon-da-nang-dinh-hinh-loi-di-rieng-cho-trung-tam-tai-chinh-quoc-te-c54490807.epi, https://vneconomy.vn/ket-noi-va-huy-dong-hieu-qua-nguon-tri-thuc-cua-cong-dong-nguoi-viet-tai-silicon-valley-hoa-ky.htm, https://cafef.vn/dinh-hinh-nen-tang-cho-su-hop-tac-tai-chinh-va-cong-nghe-giua-viet-nam-va-hoa-ky-188260328094719061.chn"
6,False,False,True,32.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://mst.gov.vn/ung-dung-du-lieu-dan-cu-va-vneid-trong-nhieu-khau-cua-cong-tac-bau-cu-197260313214804323.htm, https://hatinh.gov.vn/vi/bai-viet/ung-dung-vneid-du-lieu-dan-cu-trong-bau-cu, https://vnexpress.net/lan-dau-ung-dung-du-lieu-dan-cu-vneid-trong-nhieu-khau-bau-cu-5049090.html"
366,False,False,True,30.7,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://nld.com.vn/luong-bac-si-moi-ra-truong-khoang-625-trieu-dong-thang-196260315113500701.htm, https://baomoi.com/luong-bac-si-moi-ra-truong-khoang-6-25-trieu-dong-thang-c54697623.epi, https://vneconomy.vn/nhan-su-nganh-ngan-hang-doi-mat-voi-lan-song-sa-thai-dang-lon-dan.htm, https://vov2.vov.vn/giao-duc-dao-tao/sinh-vien-khoi-tai-chinh-ngan-hang-lung-lay-truoc-lan-song-cat-giam-nhan-su-52706, https://thuvienphapluat.vn/phap-luat/chinh-sach-tien-luong-cho-nhan-vien-y-te-bac-si-duoc-si-tu-2312026-tai-tram-y-te-xa-phuong-theo-con-252743.html, https://laodong.vn/kinh-doanh/nganh-ngan-hang-phan-hoa-manh-ve-loi-nhuan-va-rui-ro-thanh-khoan-1612634.ldo"
2929,True,False,False,90.4,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://medlatec.vn/tin-tuc/tac-hai-cua-viec-an-nhieu-muoi-va-cach-thay-doi-thoi-quen-an-man-s51-n33209, https://www.vinmec.com/vie/bai-viet/moi-lien-quan-giua-thua-muoi-va-cac-benh-huyet-ap-tim-mach-vi, https://nhathuoclongchau.com.vn/benh/tang-natri-mau.html, https://nhathuoclongchau.com.vn/bai-viet/9-dieu-co-the-xay-ra-voi-co-the-khi-an-qua-nhieu-muoi.html, https://www.vinmec.com/vie/bai-viet/dau-hieu-ban-dang-qua-nhieu-muoi-vi"
502,True,False,False,27.2,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://nguoiquansat.vn/sap-xay-dung-tuyen-duong-sat-cao-toc-gan-150-000-ty-rut-ngan-quang-duong-ha-noi-ha-long-con-30-phut-283890.html, https://nhandan.vn/du-kien-khoi-cong-du-an-tuyen-duong-sat-toc-do-cao-ha-noi-quang-ninh-vao-thang-42026-post949487.html, https://vnexpress.net/gan-150-000-ty-dong-xay-dung-duong-sat-toc-do-cao-ha-noi-quang-ninh-5013194.html, https://baomoi.com/quang-ninh-thuc-day-sieu-tuyen-duong-sat-150-000-ty-ky-vong-but-pha-ket-noi-vung-c54757931.epi, https://laodong.vn/xa-hoi/tuyen-duong-sat-cao-toc-ha-noi-quang-ninh-chuan-bi-khoi-cong-1677492.ldo, https://baoquangninh.vn/uoc-mo-duong-sat-cao-toc-sap-thanh-hien-thuc-3400602.html"
4832,False,False,True,30.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vtv.vn/xa-hoi/am-long-bua-com-mua-dich-cho-nhung-nguoi-vo-gia-cu-tai-tp-ho-chi-minh-20210714135645835.htm, https://tphcm.chinhphu.vn/gan-2000-nguoi-du-tiec-buffet-chay-gay-quy-vi-nguoi-ngheo-101221031105401933.htm, https://baomoi.com/doan-vien-thanh-nien-trao-suat-an-mien-phi-cho-cac-benh-nhan-co-hoan-canh-kho-khan-c54732024.epi, https://baomoi.com/tp-ho-chi-minh-can-nhan-rong-nhung-quan-com-2-000-dong-cho-nguoi-ngheo-c48511670.epi, https://www.vietnamplus.vn/tphcm-nhung-bua-an-mien-phi-danh-cho-benh-nhan-ngheo-post828322.vnp, https://thanhnien.vn/giang-vien-dai-hoc-u80-10-nam-giu-lua-quan-com-2000-dong-185251216185522941.htm"
4260,True,False,False,22.0,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://thanhnien.vn/hon-61-ti-usd-se-duoc-hut-ve-trung-tam-tai-chinh-tai-tphcm-185260205113235725.htm, https://nhandan.vn/hon-61-ty-usd-se-duoc-huy-dong-ve-trung-tam-tai-chinh-tai-thanh-pho-ho-chi-minh-post941316.html, https://vcci.com.vn/tin-tuc/hon-6-1-ty-usd-se-duoc-huy-dong-ve-trung-tam-tai-chinh-tai-thanh-pho-ho-chi-minh, https://cand.com.vn/doanh-nghiep/hon-6-1-ty-usd-se-duoc-huy-dong-ve-trung-tam-tai-chinh-tai-tp-ho-chi-minh-i796280/, https://baochinhphu.vn/hinh-thanh-trung-tam-tai-chinh-hang-khong-quoc-te-tai-tphcm-102260211113131505.htm, https://www.sggp.org.vn/ra-mat-trung-tam-tai-chinh-hang-khong-chau-a-thai-binh-duong-post837159.html"
